id,price
264893,138668.05
264899,138668.05
264910,138668.05
264915,138668.05
264919,138668.05
264928,138668.05
264932,375902.99
264935,375902.99
264939,138668.05
264944,375902.99
264954,138668.05
264955,138668.05
264969,232473.09
264978,138668.05
264983,138668.05
264984,138668.05
264985,138668.05
265031,375902.99
265032,375902.99
265058,138668.05
265066,138668.05
265068,140663.21
265069,145952.77
265070,142586.07
265077,138668.05
265090,390157.46
265094,375902.99
265101,138668.05
265102,138668.05
265105,375902.99
265106,138668.05
265108,138668.05
265115,138668.05
265147,138668.05
265152,375902.99
265153,375902.99
265170,138668.05
265176,375902.99
265187,138668.05
265189,138668.05
265198,138668.05
265225,145952.77
265233,143396.46
265237,138668.05
265253,198590.61
265280,198590.61
265287,175717.69
265293,198590.61
265296,198590.61
265307,198590.61
265308,198590.61
265312,175717.69
265313,175717.69
265314,198590.61
265315,198590.61
265320,193818.74
265333,198590.61
265346,193818.74
265351,198590.61
265356,198590.61
265357,175717.69
265358,193818.74
265363,198590.61
265369,175717.69
265372,198590.61
265402,198590.61
265406,175717.69
265420,198590.61
265436,175717.69
265438,198590.61
265442,198590.61
265449,198590.61
265452,198590.61
265455,193818.74
265461,198590.61
265465,198590.61
265481,175717.69
265488,198590.61
265501,175717.69
265514,198590.61
265515,198590.61
265516,193818.74
265517,193818.74
265526,193818.74
265533,198590.61
265539,198590.61
265543,175717.69
265544,175717.69
265556,177298.0
265559,176422.24
265561,175717.69
265584,178002.54
265586,177298.0
265587,177298.0
265588,176422.24
265593,178002.54
265596,177298.0
265607,177298.0
265608,177298.0
265610,178002.54
265613,176422.24
265653,175717.69
265663,178002.54
265669,175717.69
265675,177298.0
265699,177298.0
265701,175717.69
265703,176422.24
265704,176422.24
265743,176422.24
265748,177298.0
265759,178002.54
265795,175717.69
265797,176422.24
265805,177298.0
265806,177298.0
265810,177298.0
265819,177298.0
265820,178002.54
265833,178002.54
265834,177298.0
265843,242070.18
265851,285535.37
265862,219985.31
265864,278442.64
265869,296829.85
265887,285535.37
265907,293514.48
265913,236851.02
265921,238015.35
265923,304419.27
265925,215696.91
265957,285228.49
265958,324109.07
265960,301978.47
265963,238015.35
265969,324109.07
266004,373770.47
266028,305737.87
266029,247333.21
266032,240913.18
266034,234957.9
266055,234801.23
266075,301363.02
266077,301363.02
266080,285228.49
266093,324109.07
266094,310707.52
266100,235806.97
266116,235806.97
266129,179710.72
266144,222751.84
266160,227543.06
266165,200242.41
266196,221218.28
266199,227215.27
266202,234332.5
266210,192048.57
266211,207931.56
266213,228064.34
266218,179710.72
266219,229108.39
266220,179710.72
266234,219240.54
266241,193492.16
266248,200071.5
266251,179710.72
266256,178130.42
266259,179710.72
266274,247333.21
266275,179710.72
266276,179710.72
266279,195651.29
266280,227804.54
266281,197348.56
266299,227215.27
266300,218483.87
266305,178130.42
266314,196922.49
266315,179710.72
266329,199998.76
266332,175717.69
266350,175717.69
266368,175717.69
266375,175717.69
266381,175717.69
266382,175717.69
266393,175717.69
266394,175717.69
266402,175717.69
266406,177298.0
266423,175717.69
266424,175717.69
266438,175717.69
266454,175717.69
266463,175717.69
266465,169292.56
266479,175717.69
266480,175717.69
266485,175717.69
266486,175717.69
266496,175717.69
266508,175717.69
266510,175717.69
266511,175717.69
266512,175717.69
266514,175717.69
266517,175717.69
266539,175717.69
266542,175717.69
266545,175717.69
266548,175717.69
266550,175717.69
266556,175717.69
266559,175717.69
266565,175717.69
266568,175717.69
266569,175717.69
266575,175717.69
266580,175717.69
266581,175717.69
266582,175717.69
266583,175717.69
266602,213099.72
266606,199295.15
266618,199295.15
266619,217703.19
266620,199295.15
266624,219240.99
266626,199295.15
266662,197011.83
266667,219240.99
266668,199295.15
266677,231191.56
266681,199295.15
266682,207038.78
266690,201281.77
266694,207063.02
266695,207063.02
266698,220549.71
266699,204097.73
266727,213099.72
266729,225577.72
266731,218313.59
266732,225577.72
266740,227496.04
266744,199295.15
266748,220549.71
266768,199295.15
266770,181329.53
266771,266014.67
266778,199325.86
266779,220549.71
266781,199295.15
266785,226701.43
266809,199295.15
266819,220549.71
266821,199295.15
266824,199295.15
266830,224695.71
266831,199295.15
266845,199295.15
266846,178002.54
266847,178002.54
266851,178002.54
266858,178002.54
266859,178002.54
266862,178002.54
266863,178002.54
266864,178002.54
266872,178002.54
266875,178002.54
266877,178002.54
266882,178002.54
266883,178002.54
266886,178002.54
266918,178002.54
266919,178002.54
266920,178002.54
266953,178002.54
266954,178002.54
266955,174877.55
266957,178002.54
266965,178002.54
266966,178002.54
266969,178002.54
266984,163186.22
266989,178002.54
266990,178002.54
267015,178002.54
267016,178002.54
267017,178002.54
267018,178002.54
267019,178002.54
267020,178002.54
267025,174877.55
267028,178002.54
267041,178002.54
267054,178002.54
267082,178002.54
267084,178002.54
267085,178002.54
267103,175717.69
267104,175717.69
267106,175717.69
267113,175717.69
267126,175717.69
267128,175717.69
267131,175717.69
267138,175717.69
267147,175717.69
267153,175717.69
267154,175717.69
267171,175717.69
267173,175717.69
267188,175717.69
267198,175717.69
267199,175717.69
267218,198590.61
267220,198590.61
267221,198590.61
267245,198590.61
267247,198590.61
267248,198590.61
267249,198590.61
267253,198590.61
267269,198590.61
267271,198590.61
267274,198590.61
267281,198590.61
267303,198590.61
267305,198590.61
267306,198590.61
267307,198590.61
267309,198590.61
267311,198590.61
267312,198590.61
267315,198590.61
267331,198590.61
267338,198590.61
267342,198590.61
267344,198590.61
267346,198590.61
267366,198590.61
267369,198590.61
267371,198590.61
267375,198590.61
267376,198590.61
267379,193818.74
267381,198590.61
267382,198590.61
267407,198590.61
267422,193818.74
267424,198590.61
267428,198590.61
267431,198590.61
267434,193818.74
267437,198590.61
267438,198590.61
267439,198590.61
267440,198590.61
267441,198590.61
267443,198590.61
267460,195761.55
267463,204873.52
267494,190952.61
267510,191560.36
267515,193247.05
267520,190952.61
267522,217586.48
267523,204873.52
267524,188683.23
267544,190952.61
267546,201893.62
267551,196844.96
267553,198257.28
267563,190952.61
267584,195761.55
267585,198543.07
267587,190952.61
267598,190952.61
267602,193247.05
267614,204873.52
267617,193247.05
267619,204873.52
267620,190952.61
267623,190952.61
267627,188683.23
267633,188288.66
267644,192924.62
267667,139916.89
267738,167604.83
267740,157559.49
267743,139916.89
267778,152545.33
267779,167604.83
267799,146084.85
267800,163746.51
267814,146084.85
267816,146084.85
267833,146084.85
267834,152545.33
267836,146084.85
267847,144836.02
267858,138668.05
267891,161610.99
267896,138668.05
267899,144836.02
267900,144836.02
267902,144836.02
267908,138668.05
267924,144836.02
267933,144836.02
267936,168043.73
267939,144836.02
267941,161610.99
267942,144836.02
267967,144836.02
267970,161610.99
267980,144836.02
267990,161610.99
267992,138668.05
267994,144836.02
267995,144836.02
267999,144836.02
268003,161610.99
268020,146489.38
268033,144836.02
268041,159899.02
268056,177298.0
268067,177298.0
268070,177298.0
268071,177298.0
268121,144836.02
268144,177298.0
268145,177298.0
268147,173342.42
268149,169292.56
268150,173342.42
268157,177298.0
268159,158650.19
268161,162497.67
268175,178002.54
268189,169292.56
268208,177298.0
308905,198590.61
312310,400140.83
312331,178002.54
695165,186149.31
695166,186149.92
695170,144836.02
695176,144836.02
695178,178002.54
695181,178002.54
695183,178002.54
695185,227543.06
695196,199295.15
695203,175717.69
695205,188432.13
695207,139916.89
695236,176422.24
695238,176422.24
695252,175717.69
695257,176422.24
713635,668839.17
714108,668839.17
714284,668839.17
714645,668839.17
714753,668839.17
714863,668839.17
714924,668839.17
715132,668839.17
715405,668839.17
715433,668839.17
715694,668839.17
715746,668839.17
715898,668839.17
715902,668839.17
715996,668839.17
716065,668839.17
716097,668839.17
716329,668839.17
716360,668839.17
716377,668839.17
716484,668839.17
716541,668839.17
716634,668839.17
716888,668839.17
717017,668839.17
717109,668839.17
717307,668839.17
717459,668839.17
717524,668839.17
717568,668839.17
717688,668839.17
717690,668839.17
717797,668839.17
717829,668839.17
717945,668839.17
717983,668839.17
718276,668839.17
718584,668839.17
718617,668839.17
718717,668839.17
718867,668839.17
718943,668839.17
718997,668839.17
719116,668839.17
719132,668839.17
719287,668839.17
719579,668839.17
719846,668839.17
719893,668839.17
720041,668839.17
720088,668839.17
720180,668839.17
720249,668839.17
720261,668839.17
720293,668839.17
720364,668839.17
720455,668839.17
720564,668839.17
720679,668839.17
720725,668839.17
720817,668839.17
720854,668839.17
720920,668839.17
721130,668839.17
721266,668839.17
721531,668839.17
721844,668839.17
721882,668839.17
722050,668839.17
722151,668839.17
722225,668839.17
722264,668839.17
722516,668839.17
722520,668839.17
722594,668839.17
722649,668839.17
722769,668839.17
724397,668839.17
724457,668839.17
724486,668839.17
724488,668839.17
724574,668839.17
724620,668839.17
724674,668839.17
724767,668839.17
724786,668839.17
724908,668839.17
725124,668839.17
725211,668839.17
725280,668839.17
725364,668839.17
725393,668839.17
725425,668839.17
725455,668839.17
725547,668839.17
725814,668839.17
725829,668839.17
725999,668839.17
726088,668839.17
726214,668839.17
726348,668839.17
726542,668839.17
726620,668839.17
726910,668839.17
727068,668839.17
727229,668839.17
727458,668839.17
727699,668839.17
728077,668839.17
728089,668839.17
728272,668839.17
728553,668839.17
728592,668839.17
728640,668839.17
728663,668839.17
729105,668839.17
729267,668839.17
729622,668839.17
730128,668839.17
730298,668839.17
730619,668839.17
730712,668839.17
731061,668839.17
731131,668839.17
731142,668839.17
731240,668839.17
731527,668839.17
731655,668839.17
731841,668839.17
731925,668839.17
732382,668839.17
732568,668839.17
732810,668839.17
732969,668839.17
733029,668839.17
733077,668839.17
733091,668839.17
733208,668839.17
733226,668839.17
733230,668839.17
733238,668839.17
733347,668839.17
733542,668839.17
734153,668839.17
734154,668839.17
734176,668839.17
734212,668839.17
734217,668839.17
734258,668839.17
734334,668839.17
734397,668839.17
734666,668839.17
734674,668839.17
734675,668839.17
734724,668839.17
734919,668839.17
735058,668839.17
735319,668839.17
735691,668839.17
735730,668839.17
735875,668839.17
736019,668839.17
736274,668839.17
736752,668839.17
736842,668839.17
736845,668839.17
736880,668839.17
737208,668839.17
737501,668839.17
737652,668839.17
737722,668839.17
738039,668839.17
738057,668839.17
738082,668839.17
738665,668839.17
738841,668839.17
739007,668839.17
739075,668839.17
739255,668839.17
739492,668839.17
740378,668839.17
740535,668839.17
741340,668839.17
741408,668839.17
741684,668839.17
742269,668839.17
742430,668839.17
742608,668839.17
742744,668839.17
742791,668839.17
742826,668839.17
742881,668839.17
742899,668839.17
743231,668839.17
743527,668839.17
743534,668839.17
743562,668839.17
743664,668839.17
743926,668839.17
744027,668839.17
744337,668839.17
744508,668839.17
744690,668839.17
745006,668839.17
745047,668839.17
745193,668839.17
745245,668839.17
745515,668839.17
746017,668839.17
746053,668839.17
746265,668839.17
746355,668839.17
746375,668839.17
746382,668839.17
746483,668839.17
746772,668839.17
746949,668839.17
746954,668839.17
746984,668839.17
748310,668839.17
748476,668839.17
748712,668839.17
748736,668839.17
748773,668839.17
748803,668839.17
749336,668839.17
749657,668839.17
749755,668839.17
749845,668839.17
750054,668839.17
750136,668839.17
750580,668839.17
750771,668839.17
751301,668839.17
751365,668839.17
751450,668839.17
751496,668839.17
751560,668839.17
751799,668839.17
751846,668839.17
751847,668839.17
751897,668839.17
751958,668839.17
751960,668839.17
752204,668839.17
752309,668839.17
752365,668839.17
752608,668839.17
752648,668839.17
752691,668839.17
752814,668839.17
752877,668839.17
753069,668839.17
753118,668839.17
753224,668839.17
753227,668839.17
753248,668839.17
753391,668839.17
753482,668839.17
753516,668839.17
753532,668839.17
753563,668839.17
753651,668839.17
753842,668839.17
754089,668839.17
754090,668839.17
754125,668839.17
754506,668839.17
754620,668839.17
754630,668839.17
754802,668839.17
754861,668839.17
754927,668839.17
754936,668839.17
755034,668839.17
755072,668839.17
755075,668839.17
755879,668839.17
756141,668839.17
757137,668839.17
757268,668839.17
757525,668839.17
757552,668839.17
757671,668839.17
757699,668839.17
757723,668839.17
757778,668839.17
757807,668839.17
757810,668839.17
758073,668839.17
758157,668839.17
758385,668839.17
758409,668839.17
758503,668839.17
758531,668839.17
758589,668839.17
758722,668839.17
758785,668839.17
758793,668839.17
758855,668839.17
758943,668839.17
758961,668839.17
759020,668839.17
759066,668839.17
759073,668839.17
759076,668839.17
759330,668839.17
760184,668839.17
760381,668839.17
760382,668839.17
760545,668839.17
760920,668839.17
767749,668839.17
767766,668839.17
767960,668839.17
768051,668839.17
771578,668839.17
771667,668839.17
771785,668839.17
771860,668839.17
772094,668839.17
772238,668839.17
772563,668839.17
772956,668839.17
773061,668839.17
773111,668839.17
773288,668839.17
773498,668839.17
773599,668839.17
773705,668839.17
773905,668839.17
773965,668839.17
773973,668839.17
774075,668839.17
774236,668839.17
774296,668839.17
774423,668839.17
774558,668839.17
774559,668839.17
774858,668839.17
774859,668839.17
774860,668839.17
774861,668839.17
774863,668839.17
774864,668839.17
774865,668839.17
774866,668839.17
774870,668839.17
774874,668839.17
774908,668839.17
774914,668839.17
775168,668839.17
775205,668839.17
775210,668839.17
775320,668839.17
775438,668839.17
775442,668839.17
775443,668839.17
775444,668839.17
775445,668839.17
775447,668839.17
775448,668839.17
775554,668839.17
775555,668839.17
775586,668839.17
775612,668839.17
775729,668839.17
775785,668839.17
775911,668839.17
776126,668839.17
776220,668839.17
776281,668839.17
776537,668839.17
776718,668839.17
776786,668839.17
777092,668839.17
777265,668839.17
777365,668839.17
777442,668839.17
777610,668839.17
777612,668839.17
777763,668839.17
777818,668839.17
778020,668839.17
792324,668839.17
792630,668839.17
792713,668839.17
792725,668839.17
792887,668839.17
792939,668839.17
793005,668839.17
793008,668839.17
793066,668839.17
793127,668839.17
793161,668839.17
793409,668839.17
793475,668839.17
793537,668839.17
793642,668839.17
