id,price
264893,137350.04229292905
264899,134157.14683790103
264910,134157.14683790103
264915,137350.04229292905
264919,135269.40335905395
264928,134157.14683790103
264932,380439.03742966446
264935,380439.03742966446
264939,137350.04229292905
264944,380439.03742966446
264954,134157.14683790103
264955,134157.14683790103
264969,322076.59663118084
264978,137350.04229292905
264983,137350.04229292905
264984,137350.04229292905
264985,134157.14683790103
265031,380439.03742966446
265032,380439.03742966446
265058,137350.04229292905
265066,134157.14683790103
265068,137350.04229292905
265069,147698.25398727527
265070,138570.71652686896
265077,134157.14683790103
265090,334522.9682054228
265094,380439.03742966446
265101,134157.14683790103
265102,135269.40335905395
265105,380439.03742966446
265106,135269.40335905395
265108,135269.40335905395
265115,134157.14683790103
265147,135269.40335905395
265152,380439.03742966446
265153,380439.03742966446
265170,134157.14683790103
265176,380439.03742966446
265187,137350.04229292905
265189,137350.04229292905
265198,134157.14683790103
265225,147698.25398727527
265233,147698.25398727527
265237,135269.40335905395
265253,212459.99597329632
265280,212459.99597329632
265287,176634.4137644975
265293,211313.4247549438
265296,214387.12536035563
265307,212459.99597329632
265308,212459.99597329632
265312,173453.80429899172
265313,176634.4137644975
265314,211313.4247549438
265315,212459.99597329632
265320,206974.9262592279
265333,211313.4247549438
265346,206974.9262592279
265351,214387.12536035563
265356,211313.4247549438
265357,176634.4137644975
265358,206974.9262592279
265363,211313.4247549438
265369,173453.80429899172
265372,212459.99597329632
265402,214387.12536035563
265406,173453.80429899172
265420,212459.99597329632
265436,173453.80429899172
265438,211313.4247549438
265442,212459.99597329632
265449,212459.99597329632
265452,212459.99597329632
265455,206974.9262592279
265461,214387.12536035563
265465,212459.99597329632
265481,174452.81469885167
265488,212459.99597329632
265501,173453.80429899172
265514,212459.99597329632
265515,211313.4247549438
265516,208212.48202210368
265517,206974.9262592279
265526,206974.9262592279
265533,212459.99597329632
265539,212459.99597329632
265543,173453.80429899172
265544,175620.77993698194
265556,177442.44067679901
265559,173453.80429899172
265561,173453.80429899172
265584,176673.38002029902
265586,177442.44067679901
265587,177442.44067679901
265588,173453.80429899172
265593,176673.38002029902
265596,176673.38002029902
265607,177442.44067679901
265608,177442.44067679901
265610,176673.38002029902
265613,173453.80429899172
265653,173453.80429899172
265663,176673.38002029902
265669,173453.80429899172
265675,176673.38002029902
265699,176673.38002029902
265701,173453.80429899172
265703,173453.80429899172
265704,173453.80429899172
265743,173453.80429899172
265748,177442.44067679901
265759,176673.38002029902
265795,173453.80429899172
265797,173453.80429899172
265805,176673.38002029902
265806,177442.44067679901
265810,176673.38002029902
265819,177442.44067679901
265820,176673.38002029902
265833,176673.38002029902
265834,176673.38002029902
265843,319946.1518236306
265851,319946.1518236306
265862,259327.75502511236
265864,306204.26679593
265869,264623.2810782565
265887,319946.1518236306
265907,264623.2810782565
265913,259327.75502511236
265921,261861.74586289737
265923,339352.36570918444
265925,319946.1518236306
265957,334730.99475224456
265958,267338.79429323063
265960,264623.2810782565
265963,261861.74586289737
265969,267338.79429323063
266004,267338.79429323063
266028,353743.44290290616
266029,263346.4104863006
266032,261861.74586289737
266034,261861.74586289737
266055,259327.75502511236
266075,264623.2810782565
266077,264623.2810782565
266080,334730.99475224456
266093,267338.79429323063
266094,353743.44290290616
266100,261861.74586289737
266116,261861.74586289737
266129,178335.0823041696
266144,259327.75502511236
266160,259327.75502511236
266165,210022.193534124
266196,210022.193534124
266199,249197.2420767368
266202,261861.74586289737
266210,210022.193534124
266211,259327.75502511236
266213,249197.2420767368
266218,177566.02164766964
266219,249197.2420767368
266220,178335.0823041696
266234,259327.75502511236
266241,210022.193534124
266248,210022.193534124
266251,177566.02164766964
266256,174346.44592636236
266259,178335.0823041696
266274,263346.4104863006
266275,176760.18050278866
266276,177566.02164766964
266279,207901.80169660374
266280,259327.75502511236
266281,210022.193534124
266299,249197.2420767368
266300,259327.75502511236
266305,174346.44592636236
266314,210022.193534124
266315,177566.02164766964
266329,259327.75502511236
266332,173453.80429899172
266350,173453.80429899172
266368,173453.80429899172
266375,173453.80429899172
266381,173453.80429899172
266382,173453.80429899172
266393,173453.80429899172
266394,173453.80429899172
266402,173453.80429899172
266406,177442.44067679901
266423,173453.80429899172
266424,173453.80429899172
266438,173453.80429899172
266454,173453.80429899172
266463,173453.80429899172
266465,177795.45255685065
266479,173453.80429899172
266480,173453.80429899172
266485,173453.80429899172
266486,173453.80429899172
266496,173453.80429899172
266508,173453.80429899172
266510,173453.80429899172
266511,173453.80429899172
266512,173453.80429899172
266514,173453.80429899172
266517,173453.80429899172
266539,173453.80429899172
266542,173453.80429899172
266545,173453.80429899172
266548,173453.80429899172
266550,173453.80429899172
266556,173453.80429899172
266559,173453.80429899172
266565,173453.80429899172
266568,173453.80429899172
266569,173453.80429899172
266575,173453.80429899172
266580,173453.80429899172
266581,173453.80429899172
266582,173453.80429899172
266583,173453.80429899172
266602,210022.193534124
266606,212459.99597329632
266618,214387.12536035563
266619,210022.193534124
266620,212459.99597329632
266624,210022.193534124
266626,211313.4247549438
266662,211313.4247549438
266667,210022.193534124
266668,214387.12536035563
266677,261564.79030983493
266681,214387.12536035563
266682,210022.193534124
266690,210022.193534124
266694,210022.193534124
266695,210022.193534124
266698,241536.3675707991
266699,227283.51782210133
266727,210022.193534124
266729,259070.73171606392
266731,210022.193534124
266732,261564.79030983493
266740,251513.8631725122
266744,212459.99597329632
266748,246405.75506538735
266768,212459.99597329632
266770,177470.77005191834
266771,210022.193534124
266778,221798.4481080329
266779,244478.625678328
266781,212459.99597329632
266785,210022.193534124
266809,214387.12536035563
266819,244478.625678328
266821,214387.12536035563
266824,212459.99597329632
266830,210022.193534124
266831,214387.12536035563
266845,214387.12536035563
266846,177442.44067679901
266847,177442.44067679901
266851,177442.44067679901
266858,176673.38002029902
266859,177442.44067679901
266862,177442.44067679901
266863,176673.38002029902
266864,176673.38002029902
266872,177442.44067679901
266875,177442.44067679901
266877,177442.44067679901
266882,177442.44067679901
266883,177442.44067679901
266886,176673.38002029902
266918,177442.44067679901
266919,177442.44067679901
266920,177442.44067679901
266953,177442.44067679901
266954,177442.44067679901
266955,175304.13959601364
266957,177442.44067679901
266965,177442.44067679901
266966,177442.44067679901
266969,177442.44067679901
266984,152917.64724414228
266989,177442.44067679901
266990,177442.44067679901
267015,177442.44067679901
267016,177442.44067679901
267017,177442.44067679901
267018,177442.44067679901
267019,177442.44067679901
267020,177442.44067679901
267025,175304.13959601364
267028,176673.38002029902
267041,177442.44067679901
267054,177442.44067679901
267082,177442.44067679901
267084,177442.44067679901
267085,177442.44067679901
267103,173453.80429899172
267104,173453.80429899172
267106,173453.80429899172
267113,173453.80429899172
267126,173453.80429899172
267128,173453.80429899172
267131,173453.80429899172
267138,173453.80429899172
267147,173453.80429899172
267153,173453.80429899172
267154,173453.80429899172
