id,price
264893,227529.68118368438
264899,217065.3177495639
264910,227529.68118368438
264915,227529.68118368438
264919,227529.68118368438
264928,217065.3177495639
264932,227529.68118368438
264935,227529.68118368438
264939,217065.3177495639
264944,227529.68118368438
264954,217065.3177495639
264955,217065.3177495639
264969,227529.68118368438
264978,227529.68118368438
264983,227529.68118368438
264984,227529.68118368438
264985,227529.68118368438
265031,227529.68118368438
265032,227529.68118368438
265058,227529.68118368438
265066,193975.88497459493
265068,227529.68118368438
265069,227529.68118368438
265070,227529.68118368438
265077,227529.68118368438
265090,227529.68118368438
265094,227529.68118368438
265101,217065.3177495639
265102,217065.3177495639
265105,227529.68118368438
265106,217065.3177495639
265108,217065.3177495639
265115,217065.3177495639
265147,227529.68118368438
265152,227529.68118368438
265153,227529.68118368438
265170,193975.88497459493
265176,227529.68118368438
265187,227529.68118368438
265189,227529.68118368438
265198,227529.68118368438
265225,227529.68118368438
265233,227529.68118368438
265237,227529.68118368438
265253,227529.68118368438
265280,217065.3177495639
265287,227529.68118368438
265293,227529.68118368438
265296,227529.68118368438
265307,227529.68118368438
265308,227529.68118368438
265312,227529.68118368438
265313,227529.68118368438
265314,227529.68118368438
265315,227529.68118368438
265320,227529.68118368438
265333,217065.3177495639
265346,227529.68118368438
265351,227529.68118368438
265356,227529.68118368438
265357,227529.68118368438
265358,227529.68118368438
265363,217065.3177495639
265369,227529.68118368438
265372,227529.68118368438
265402,227529.68118368438
265406,217065.3177495639
265420,217065.3177495639
265436,217065.3177495639
265438,227529.68118368438
265442,227529.68118368438
265449,227529.68118368438
265452,227529.68118368438
265455,227529.68118368438
265461,227529.68118368438
265465,227529.68118368438
265481,227529.68118368438
265488,227529.68118368438
265501,227529.68118368438
265514,227529.68118368438
265515,227529.68118368438
265516,227529.68118368438
265517,227529.68118368438
265526,227529.68118368438
265533,227529.68118368438
265539,227529.68118368438
265543,227529.68118368438
265544,227529.68118368438
265556,217065.3177495639
265559,227529.68118368438
265561,227529.68118368438
265584,217065.3177495639
265586,217065.3177495639
265587,217065.3177495639
265588,217065.3177495639
265593,227529.68118368438
265596,227529.68118368438
265607,227529.68118368438
265608,227529.68118368438
265610,227529.68118368438
265613,227529.68118368438
265653,217065.3177495639
265663,217065.3177495639
265669,227529.68118368438
265675,227529.68118368438
265699,217065.3177495639
265701,217065.3177495639
265703,217065.3177495639
265704,217065.3177495639
265743,217065.3177495639
265748,227529.68118368438
265759,217065.3177495639
