id,price
264893,232193.94
264899,140453.94
264910,232193.94
264915,232193.94
264919,232193.94
264928,146891.04
264932,232193.94
264935,232193.94
264939,169658.27
264944,232193.94
264954,169658.27
264955,169658.27
264969,232193.94
264978,232193.94
264983,232193.94
264984,232193.94
264985,232193.94
265031,232193.94
265032,232193.94
265058,232193.94
265066,140453.94
265068,232193.94
265069,232193.94
265070,232193.94
265077,232193.94
265090,232193.94
265094,232193.94
265101,146891.04
265102,169658.27
265105,232193.94
265106,169658.27
265108,146891.04
265115,169658.27
265147,232193.94
265152,232193.94
265153,232193.94
265170,140453.94
265176,232193.94
265187,232193.94
265189,232193.94
265198,232193.94
265225,232193.94
265233,232193.94
265237,232193.94
265253,232193.94
265280,164235.27
265287,232193.94
265293,232193.94
265296,232193.94
265307,232193.94
265308,232193.94
265312,232193.94
265313,232193.94
265314,232193.94
265315,232193.94
265320,232193.94
265333,164235.27
265346,232193.94
265351,232193.94
265356,232193.94
265357,232193.94
265358,232193.94
265363,164235.27
265369,232193.94
265372,232193.94
265402,232193.94
265406,164235.27
265420,164235.27
265436,164235.27
265438,232193.94
265442,232193.94
265449,232193.94
265452,232193.94
265455,232193.94
265461,232193.94
265465,232193.94
265481,232193.94
265488,232193.94
265501,232193.94
265514,232193.94
265515,232193.94
265516,232193.94
265517,232193.94
265526,232193.94
265533,232193.94
265539,232193.94
265543,232193.94
265544,232193.94
265556,161468.56
265559,232193.94
265561,232193.94
265584,161468.56
265586,161468.56
265587,161468.56
265588,161468.56
265593,232193.94
265596,232193.94
265607,232193.94
265608,232193.94
265610,232193.94
265613,232193.94
265653,161468.56
265663,161468.56
265669,232193.94
265675,232193.94
265699,161468.56
265701,161468.56
265703,161468.56
265704,161468.56
265743,161468.56
265748,232193.94
265759,161468.56
265795,232193.94
265797,232193.94
265805,161468.56
265806,232193.94
265810,161468.56
265819,232193.94
265820,232193.94
265833,161468.56
265834,161468.56
265843,232193.94
265851,232193.94
265862,232193.94
265864,232193.94
265869,232193.94
265887,232193.94
265907,455987.52
265913,232193.94
265921,232193.94
265923,232193.94
265925,232193.94
265957,232193.94
265958,232193.94
265960,232193.94
265963,232193.94
265969,232193.94
266004,232193.94
266028,232193.94
266029,232193.94
266032,232193.94
266034,232193.94
266055,232193.94
266075,232193.94
266077,232193.94
266080,232193.94
266093,455987.52
266094,455987.52
266100,232193.94
266116,232193.94
266129,232193.94
266144,232193.94
266160,232193.94
266165,232193.94
266196,232193.94
266199,307802.34
266202,232193.94
266210,232193.94
266211,232193.94
266213,232193.94
266218,232193.94
266219,232193.94
266220,232193.94
266234,232193.94
266241,232193.94
266248,232193.94
266251,232193.94
266256,232193.94
266259,232193.94
266274,316085.26
266275,278459.56
266276,232193.94
266279,232193.94
266280,232193.94
266281,232193.94
266299,232193.94
266300,232193.94
266305,232193.94
266314,232193.94
266315,232193.94
266329,232193.94
266332,232193.94
266350,232193.94
266368,232193.94
266375,232193.94
266381,232193.94
266382,232193.94
266393,232193.94
266394,232193.94
266402,232193.94
266406,105912.44
266423,232193.94
266424,232193.94
266438,232193.94
266454,232193.94
266463,232193.94
266465,232193.94
266479,118820.09
266480,232193.94
266485,232193.94
266486,232193.94
266496,232193.94
266508,232193.94
266510,232193.94
266511,232193.94
266512,232193.94
266514,232193.94
266517,232193.94
266539,232193.94
266542,232193.94
266545,232193.94
266548,232193.94
266550,232193.94
266556,232193.94
266559,232193.94
266565,232193.94
266568,232193.94
266569,232193.94
266575,232193.94
266580,232193.94
266581,232193.94
266582,232193.94
266583,232193.94
266602,261548.43
266606,232193.94
266618,232193.94
266619,261548.43
266620,232193.94
266624,261548.43
266626,232193.94
266662,232193.94
266667,232193.94
266668,232193.94
266677,232193.94
266681,232193.94
266682,232193.94
266690,232193.94
266694,232193.94
266695,232193.94
266698,232193.94
266699,232193.94
266727,261548.43
266729,232193.94
266731,232193.94
266732,232193.94
266740,232193.94
266744,232193.94
266748,232193.94
266768,232193.94
266770,232193.94
266771,232193.94
266778,232193.94
266779,232193.94
266781,232193.94
266785,232193.94
266809,232193.94
266819,232193.94
266821,232193.94
266824,261548.43
266830,261548.43
266831,232193.94
266845,232193.94
266846,232193.94
266847,232193.94
266851,191203.82
266858,191203.82
266859,232193.94
266862,232193.94
266863,232193.94
266864,232193.94
266872,232193.94
266875,232193.94
266877,232193.94
266882,232193.94
266883,232193.94
266886,232193.94
266918,232193.94
266919,232193.94
266920,191203.82
266953,232193.94
266954,232193.94
266955,232193.94
266957,232193.94
266965,232193.94
266966,232193.94
266969,232193.94
266984,191203.82
266989,191203.82
266990,191203.82
267015,174828.2
267016,174828.2
267017,174828.2
267018,232193.94
267019,191203.82
267020,191203.82
267025,232193.94
267028,232193.94
267041,191203.82
267054,174828.2
267082,191203.82
267084,232193.94
267085,232193.94
267103,232193.94
267104,232193.94
267106,118820.09
267113,118820.09
267126,118820.09
267128,232193.94
267131,232193.94
267138,232193.94
267147,232193.94
267153,232193.94
267154,232193.94
267171,118820.09
267173,118820.09
267188,118820.09
267198,118820.09
267199,118820.09
267218,232193.94
267220,232193.94
267221,232193.94
267245,232193.94
267247,232193.94
267248,232193.94
267249,232193.94
267253,232193.94
267269,232193.94
267271,232193.94
267274,232193.94
267281,232193.94
267303,232193.94
267305,158971.7
267306,232193.94
267307,232193.94
267309,158971.7
267311,158971.7
267312,232193.94
267315,232193.94
267331,232193.94
267338,232193.94
267342,232193.94
267344,232193.94
267346,232193.94
267366,232193.94
267369,232193.94
267371,232193.94
267375,232193.94
267376,158971.7
267379,232193.94
267381,232193.94
267382,232193.94
267407,232193.94
267422,232193.94
267424,232193.94
267428,232193.94
267431,232193.94
267434,232193.94
267437,232193.94
267438,232193.94
267439,232193.94
267440,232193.94
267441,232193.94
267443,232193.94
267460,232193.94
267463,232193.94
267494,232193.94
267510,266138.74
267515,232193.94
267520,232193.94
267522,232193.94
267523,232193.94
267524,232193.94
267544,266138.74
267546,232193.94
267551,232193.94
267553,232193.94
267563,266138.74
267584,232193.94
267585,232193.94
267587,232193.94
267598,232193.94
267602,232193.94
267614,232193.94
267617,232193.94
267619,232193.94
267620,232193.94
267623,232193.94
267627,232193.94
267633,232193.94
267644,266138.74
267667,232193.94
267738,155639.95
267740,155639.95
267743,232193.94
267778,232193.94
267779,232193.94
267799,232193.94
267800,232193.94
267814,155639.95
267816,232193.94
267833,232193.94
267834,232193.94
267836,232193.94
267847,232193.94
267858,232193.94
267891,232193.94
267896,232193.94
267899,232193.94
267900,151319.69
267902,232193.94
267908,232193.94
267924,232193.94
267933,232193.94
267936,232193.94
267939,232193.94
267941,232193.94
267942,232193.94
267967,232193.94
267970,151319.69
267980,232193.94
267990,151319.69
267992,232193.94
267994,232193.94
267995,232193.94
267999,232193.94
268003,232193.94
268020,151319.69
268033,232193.94
268041,232193.94
268056,232193.94
268067,174828.2
268070,174828.2
268071,232193.94
268121,232193.94
268144,232193.94
268145,174828.2
268147,232193.94
268149,174828.2
268150,232193.94
268157,232193.94
268159,232193.94
268161,232193.94
268175,232193.94
268189,232193.94
268208,174828.2
308905,232193.94
312310,232193.94
312331,232193.94
695165,204972.05
695166,204972.05
695170,151319.69
695176,135733.29
695178,191203.82
695181,191203.82
695183,191203.82
695185,307802.34
695196,140850.69
695203,132399.57
695205,259028.35
695207,104287.84
695236,134748.02
695238,134748.02
695252,161143.9
695257,139535.33
713635,220619.93
714108,220619.93
714284,220619.93
714645,220619.93
714753,220619.93
714863,220619.93
714924,220619.93
715132,220619.93
715405,220619.93
715433,220619.93
715694,220619.93
715746,220619.93
715898,220619.93
